id,Name_Eng,Name_Tel,Arohana_Swaras,Avarohana_Swaras,Arohana_Order,Avarohana_Order,category,melam_num,janaka_melam,janaka,chakra,alternates,one_swara_diff,src,is_vakra
1839,mayamalavagowla,మాయామాళవగౌళ,"['s', 'r1', 'g3', 'm1', 'p', 'd1', 'n3', 's.']","['s.', 'n3', 'd1', 'p', 'm1', 'g3', 'r1', 's']",S|R1|G3|M1|P|D1|N3|S',S'|N3|D1|P|M1|G3|R1|S,సంపూర్ణ,15,,,అగ్ని,['మాయామాళవగౌళ రాగము'],"['కామవర్ధిని', 'ఆనంద', 'గౌళ', 'మలహరి', 'బౌళి']",,0
1844,vajrahasitha,వజ్రహసిత,"['s', 'r1', 'g2', 'm1', 'p', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|P|D1|N2|S',S'|N2|D1|P|M1|R1|S,సంపూర్ణ-షాడవ,,8,హనుమతోడి,,[],"['ఆనంద', ' అసావేరి', 'అభేరి', 'నాటకప్రియ', 'మార్గహిందోళం']",,0
1845,chayanarayani,ఛాయానారాయణి,"['s', 'p', 'm1', 'p', 'd3', 'n3', 's.']","['s.', 'n3', 'd3', 'n3', 'p', 'm1', 'g1', 'r1', 's']",S|P|M1|P|D3|N3|S',S'|N3|D3|N3|P|M1|G1|R1|S,ఔడవ-సంపూర్ణ,,6,తానరూపి,,[],"['మనోరంజనీ', 'కుంజరి', ' గానసమవరాలి', 'త్రియంబకప్రియ', 'సురతిమల్లార్']",Raga pravaha by Dhandapani MN & D pattammal,2
1864,bhinnanisadam,భిన్ననిషాదం,"['s', 'r1', 'g1', 'm1', 'd3', 's.']","['s.', 'd3', 'm1', 'g1', 'r1', 's']",S|R1|G1|M1|D3|S',S'|D3|M1|G1|R1|S,ఔడవ,,6,తానరూపి,,[],"['విఫణి', ' విభవరి', 'త్రియమ', 'శుద్ధసత్వ', 'సహ్యాజ']",Raga pravaha by Dhandapani MN & D pattammal,0
1873,vallika,వల్లిక,"['s', 'r1', 'g1', 'p', 'n2', 's.']","['s.', 'n2', 'p', 'g1', 'r1', 's']",S|R1|G1|P|N2|S',S'|N2|P|G1|R1|S,ఔడవ,,4,వనస్పతి,,[],"['రేవతీ', 'వనజముఖి', 'తమస్విని', 'సీతాకళ్యాణి', 'శ్రీమణి']",Raga pravaha by Dhandapani MN & D pattammal,0
1874,rukmangi,రుక్మాంగి,"['s', 'r1', 'g2', 'p', 'n2', 's.']","['s.', 'n2', 'p', 'g2', 'r1', 's']",S|R1|G2|P|N2|S',S'|N2|P|G2|R1|S,ఔడవ,,8,హనుమతోడి,,[],"['రేవతీ', 'నవమాలిక', 'భూపాల', 'శ్యామలి', 'రాతిపతిప్రియ']",Raga pravaha by Dhandapani MN & D pattammal,0
1892,bhogavathi,భోగవతి,"['s', 'r2', 'g2', 'm1', 'n2', 's.']","['s.', 'n2', 'm1', 'g2', 'r2', 's']",S|R2|G2|M1|N2|S',S'|N2|M1|G2|R2|S,ఔడవ,,22,ఖరహరప్రియ,,[],"['హిందోళం', 'మధ్యమావతి', 'మణిరంగు', 'జయమనోహారి', 'బృందావని']",,0
1901,yogagiri,యోగగిరి,"['s', 'r1', 'g2', 'p', 'd1', 's.']","['s.', 'n3', 'd1', 'p', 'm1', 'g2', 'r1', 's']",S|R1|G2|P|D1|S',S'|N3|D1|P|M1|G2|R1|S,ఔడవ-సంపూర్ణ,,9,ధేనుక,,[],"['తోడీ', 'మాయామాళవగౌళ రాగము', 'గౌళిపంతు', 'శుభపంతువరాళి', 'కీరవాణి']",,0
1931,nagavahini,నాగవాహిని,"['s', 'r1', 'g3', 'p', 'm1', 'd1', 'n1', 's.']","['s.', 'n1', 'd1', 'p', 'm1', 'g3', 'r1', 's']",S|R1|G3|P|M1|D1|N1|S',S'|N1|D1|P|M1|G3|R1|S,సంపూర్ణ,,13,గాయకప్రియ,,[],"['ఆనంద', 'మాయామాళవగౌళ రాగము', 'గౌళిపంతు', 'మలహరి', 'పరజు']",,1
1970,shanmukhapriya,షణ్ముఖప్రియ,"['s', 'r2', 'g2', 'm2', 'p', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'm2', 'g2', 'r2', 's']",S|R2|G2|M2|P|D1|N2|S',S'|N2|D1|P|M2|G2|R2|S,సంపూర్ణ,56,,,దిశి,[],"['సింహేంద్రమధ్యమం', 'అభేరి', 'రిషభప్రియ', 'మార్గహిందోళం', 'శ్యామలాంగి']",,0
1975,chayavela,ఛాయవేళ,"['s', 'r1', 'g1', 'r1', 'm1', 'p', 'd1', 'n3', 's.']","['s.', 'd1', 'n3', 'p', 'm1', 'g1', 'r1', 's']",S|R1|G1|R1|M1|P|D1|N3|S',S'|D1|N3|P|M1|G1|R1|S,సంపూర్ణ,,3,గానమూర్తి,,[],"['వరాలి', 'మాయామాళవగౌళ రాగము', 'గౌళిపంతు', 'అమృతవర్షని', 'పరజు']",,1
1977,kuvalayabharanam,కువలయాభరణం,"['s', 'r1', 'g3', 'm1', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'm1', 'g3', 'r1', 's']",S|R1|G3|M1|D1|N2|S',S'|N2|D1|M1|G3|R1|S,షాడవ,,14,వకుళాభరణం,,['కువలయభరణం'],"['ఆనంద', ' అసావేరి', 'మలహరి', 'వసంతభైరవి', 'గుర్జరి']",,0
2002,purva barasu,పూర్వబరసు,"['s', 'r1', 'g2', 'm1', 'p', 'n2', 'n2', 's.']","['s.', 'n2', 'p', 'd2', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|P|N2|N2|S',S'|N2|P|D2|M1|G2|R1|S,షాడవ-సంపూర్ణ,,10,నాటకప్రియ,,[],"['తోడీ', 'ఖరహరప్రియ', 'సింధుభైరవి', 'కోకిలప్రియ', 'హిందుస్తానికపై']",,2
2005,ragavardhini,రాగవర్ధిని,"['s', 'r3', 'g3', 'm1', 'p', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'g3', 'r3', 's']",S|R3|G3|M1|P|D1|N2|S',S'|N2|D1|P|M1|G3|R3|S,సంపూర్ణ,32,,,ఋతు,[],"['ఆనంద', 'జ్యోతిస్వరూపిణి', 'వగదీశ్వరి', 'చంద్రరాజ్యోతి', 'కళావతి']",,0
2024,dhanyasi,ధన్యాసి,"['s', 'g2', 'm1', 'p', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'g2', 'r1', 's']",S|G2|M1|P|N2|S',S'|N2|D1|P|M1|G2|R1|S,ఔడవ-సంపూర్ణ,,8,హనుమతోడి,,[],"['ఆనంద', ' అసావేరి', 'అభేరి', 'నాటకప్రియ', 'మార్గహిందోళం']",,0
2048,charukesi,చారుకేశి,"['s', 'r2', 'g3', 'm1', 'p', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'g3', 'r2', 's']",S|R2|G3|M1|P|D1|N2|S',S'|N2|D1|P|M1|G3|R2|S,సంపూర్ణ,26,,,బాణ,[],"['హరికాంభోజి', 'ఆరభి', 'ఆనంద', 'కేదారగౌళ', 'అభేరి']",,0
2109,himavardhani,హిమవర్ధని,"['s', 'r1', 'm1', 'p', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'd1', 'm1', 'g2', 'r1', 's']",S|R1|M1|P|N2|S',S'|N2|D1|P|M1|D1|M1|G2|R1|S,ఔడవ-సంపూర్ణ,,8,హనుమతోడి,,[],"['ఆనంద', ' అసావేరి', 'అభేరి', 'నాటకప్రియ', 'మార్గహిందోళం']",Raga pravaha by Dhandapani MN & D pattammal,2
2117,himangi,హిమాంగి,"['s', 'r1', 'g2', 'm1', 'p', 'n2', 'd1', 's.']","['s.', 'n2', 'p', 'd1', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|P|D1|N2|D1|S',S'|N2|P|D1|M1|G2|R1|S,సంపూర్ణ,,8,హనుమతోడి,,[],"['ఆనంద', ' అసావేరి', 'అభేరి', 'నాటకప్రియ', 'మార్గహిందోళం']",Raga pravaha by Dhandapani MN & D pattammal,1
2119,saaghu,సాఘు,"['s', 'g1', 'p', 'd2', 'n3', 's.']","['s.', 'n3', 'd2', 'p', 'g1', 's']",S|G1|P|D2|N3|S',S'|N3|D2|P|G1|S,ఔడవ,,5,మానవతి,,[],"['వసంతగుసి', 'వసంతాగుసాని', 'వరుధం', 'వరవర్ణిని', 'తావి']",Raga pravaha by Dhandapani MN & D pattammal,0
2134,ukavani,ఉకవాణి,"['s', 'r2', 'g2', 'm1', 'd1', 'n3', 's.']","['s.', 'n3', 'd1', 'm1', 'g2', 'r2', 's']",S|R2|G2|M1|D1|N3|S',S'|N3|D1|M1|G2|R2|S,షాడవ,,21,కీరవాణి,,[],"['కీరవాణి', 'కాటారం', 'కైకవశి', 'చిత్తరంజని', 'యజ్హ్వల్లోన్']",Raga pravaha by Dhandapani MN & D pattammal,0
2162,devamanohari,దేవమనోహరి,"['s', 'r2', 'm1', 'p', 'n2', 'd2', 'n2', 's.']","['s.', 'n2', 'd2', 'p', 'm1', 'g2', 'r2', 's']",S|R2|M1|P|N2|D2|N2|S',S'|N2|D2|P|M1|G2|R2|S,షాడవ-సంపూర్ణ,,22,ఖరహరప్రియ,,[],"['భైరవి', 'హరికాంభోజి', 'సురటి', 'కేదారగౌళ', 'మణిరంగు']",,1
2166,hemavati,హేమవతి,"['s', 'r2', 'g2', 'm2', 'p', 'd2', 'n2', 's.']","['s.', 'n2', 'd2', 'p', 'm2', 'g2', 'r2', 's']",S|R2|G2|M2|P|D2|N2|S',S'|N2|D2|P|M2|G2|R2|S,సంపూర్ణ,58,,,దిశి,[],"['ఖరహరప్రియ', 'షణ్ముఖప్రియ', 'సారంగ', 'వాచస్పతి', 'దేవమనోహారి']",,0
2176,kalyana vasantham,కళ్యాణవసంతం,"['s', 'r2', 'g2', 'm1', 'd1', 'n3', 's.']","['s.', 'n3', 'd1', 'p', 'm1', 'g2', 'r2', 's']",S|G2|M1|D1|N3|S',S'|N3|D1|P|M1|G2|R2|S,ఔడవ-సంపూర్ణ,,21,కీరవాణి,,[],"['సింహేంద్రమధ్యమం', 'అభేరి', 'గౌరీమనోహరి', 'గంభిరిని', 'సింహవాహిని']",,0
2178,karunipriya,కరుణిప్రియ,"['s', 'r1', 'g1', 'd3', 'n3', 's.']","['s.', 'n3', 'd3', 'g1', 'r1', 's']",S|R1|G1|D3|N3|S',S'|N3|D3|G1|R1|S,ఔడవ,,6,తానరూపి,,[],"['విఫణి', 'త్రియమ', 'తమసురంజని', 'శ్రీఖండాలేపిని', 'శైవాలిని']",,0
2203,kokilaravam,కోకిలారవం,"['s', 'r1', 'm1', 'p', 'd2', 's.']","['s.', 'n3', 'd2', 'p', 'm1', 'g2', 'r1', 's']",S|R1|M1|P|D2|S',S'|N3|D2|P|M1|G2|R1|S,ఔడవ-సంపూర్ణ,,11,కోకిలప్రియ,,[],"['గౌరీమనోహరి', 'నాటకప్రియ', 'గంభిరిని', 'మనోరంజనీ', 'భిన్నసడిజం']",,0
2265,kalyanakesari,కళ్యాణకేసరి,"['s', 'r1', 'g3', 'p', 'd1', 's.']","['s.', 'd1', 'p', 'm1', 'g3', 'r1', 's']",S|R1|G3|P|D1|S',S'|D1|P|M1|G3|R1|S,ఔడవ-షాడవ,,13,గాయకప్రియ,,[],"['ఆరభి', 'ఆనంద', ' అసావేరి', 'మాయామాళవగౌళ రాగము', 'గౌళిపంతు']",,0
2267,anandaguhan,ఆనందగుహన్,"['s', 'r1', 'g2', 'p', 'd1', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'g2', 'r1', 's']",S|R1|G2|P|D1|S',S'|N2|D1|P|M1|G2|R1|S,ఔడవ-సంపూర్ణ,,8,హనుమతోడి,,[],"['ఆనంద', ' అసావేరి', 'అభేరి', 'నాటకప్రియ', 'మార్గహిందోళం']",,0
2283,jyotsnapriya,జ్యోత్స్న ప్రియ,"['s', 'r1', 'g1', 'd2', 'n3', 's.']","['s.', 'n3', 'd2', 'g1', 'r1', 's']",S|R1|G1|D2|N3|S',S'|N3|D2|G1|R1|S,ఔడవ,,5,మానవతి,,[],"['వనజంబరి', 'తూణీరధారిణి', 'తిట్టిభధ్వని', 'తమస్విని', 'శ్రవంతి']",,0
2299,avikarai,అవికరై,"['s', 'g2', 'p', 'd2', 's.']","['s.', 'n3', 'p', 'm1', 's']",S|G2|P|D2|S',S'|N3|P|M1|S,స్వరాంతర,,11,కోకిలప్రియ,,[],"['కమల', 'కరవని', 'గౌరీమనోహరి', 'కోకిలప్రియ', 'గంభిరిని']",,0
2302,tanukeerti,తనుకీర్తీ,"['s', 'r1', 'm1', 'p', 'n3', 's.']","['s.', 'n3', 'd3', 'n3', 'p', 'm1', 'g1', 'm1', 'r1', 's']",S|R1|M1|P|N3|S',S'|N3|D3|N3|P|M1|G1|M1|R1|S,ఔడవ-సంపూర్ణ,,6,తానరూపి,,[],"['మనోరంజనీ', 'రవిక్రియ', 'కుంజరి', ' గానసమవరాలి', 'త్రియంబకప్రియ']",,2
2305,udaya ravi chandrika,ఉదయరవిచంద్రిక,"['s', 'r2', 'm1', 'p', 's', 'n2', 's.']","['s.', 'n2', 'p', 'm1', 'g2', 'm1', 'r2', 's']",S|R2|M1|P|S|N2|S',S'|N2|P|M1|G2|M1|R2|S,ఔడవ-షాడవ,,20,నరభైరవి,,[],"['ఖరహరప్రియ', 'మధ్యమావతి', 'సురటి', 'దేవమనోహారి', 'అభేరి']",,3
2309,vasantha narayani,వసంతనారాయణి,"['s', 'r1', 'g2', 'm1', 'p', 's.']","['s.', 'n3', 'd2', 'p', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|P|S',S'|N3|D2|P|M1|G2|R1|S,ఔడవ-సంపూర్ణ,,11,కోకిలప్రియ,,[],"['గౌరీమనోహరి', 'నాటకప్రియ', 'గంభిరిని', 'మనోరంజనీ', 'భిన్నసడిజం']",,0
2320,ratnamani,రత్నమణి,"['s', 'm1', 'g3', 'm1', 'r2', 'g3', 'm1', 'p', 'd1', 'n3']","['s.', 'n3', 'd1', 'p', 'm1', 'g3', 'r2', 's']",S|M1|G3|M1|R2|G3|M1|P|D1|N3,S'|N3|D1|P|M1|G3|R2|S,సంపూర్ణ,,27,సరసాంగి,,[],"['ధీరశంకరాభరణం', 'కనడ', 'దర్బార్', 'ఆరభి', 'కేదరం']",,1
2326,salagam,సాలగం,"['s', 'r1', 'g1', 'm2', 'p', 'd1', 'n1', 's.']","['s.', 'n1', 'd1', 'p', 'm2', 'g1', 'r1', 's']",S|R1|G1|M2|P|D1|N1|S',S'|N1|D1|P|M2|G1|R1|S,సంపూర్ణ,37,,,ఋషి,[],"['వరాలి', 'మలయమరుతమ్', 'అమృతవర్షని', 'ఝాలవరాళి', 'జలార్ణవం']",,0
2352,jaskavali,జస్కావళి,"['s', 'm1', 'p', 'd1', 'n1', 's.']","['s.', 'n1', 'd1', 'p', 'm1', 's']",S|M1|P|D1|N1|S',S'|N1|D1|P|M1|S,ఔడవ,,13,గాయకప్రియ,,[],"['హంస', 'మాలావశ్రీ', 'కలకమాడి', 'వ్రాజినాహరిని', 'వితిక']",,0
2356,nagaraja,నాగరాజ,"['s', 'r1', 'g2', 'm1', 'p', 'd3', 's.']","['s.', 'n3', 'd3', 'p', 'm1', 'g2', 's']",S|R1|G2|M1|P|D3|S',S'|D3|P|M1|G2|R1|S,షాడవ,,12,రూపవతి,,[],"['కోకిలప్రియ', 'వరుణప్రియ', 'తానరూపి', 'దివ్యమణి', 'వర్ధని']",,0
2360,thapanan,తపనన్,"['s', 'r1', 'g3', 'm1', 'd1', 's.']","['s.', 'd1', 'm1', 'g3', 'r1', 's']",S|R1|G3|M1|D1|S',S'|D1|M1|G3|R1|S,ఔడవ,,14,వకుళాభరణం,,[],"['మలహరి', 'హంస', 'గుర్జరి', 'మార్గదేశి', 'కువలయభరణం']",,0
2386,sallasini,సల్లాసిని,"['s', 'r1', 'g3', 'm1', 'p', 'n1', 's.']","['s.', 'p', 'm1', 'g3', 'r1', 's']",S|R1|G3|M1|P|N1|S',S'|P|M1|G3|R1|S,షాడవ-ఔడవ,,13,గాయకప్రియ,,[],"['గౌళ', 'మలహరి', 'కల్గడ', 'మాలావశ్రీ', 'గుర్జరి']",Raga pravaha by Dhandapani MN & D pattammal,0
2396,kandarpamanohari,కందర్పమనోహరి,"['s', 'r1', 'g1', 'p', 'p', 'd2', 'n3', 's.']","['s.', 'n3', 'd2', 'p', 'g1', 'r1', 's']",S|R1|G1|P|D2|N3|S',S'|N3|D2|P|G1|R1|S,షాడవ,,5,మానవతి,,[],"[' ప్రతాపవరాలి', 'పావని', 'మనోరంజనీ', 'కుంజరి', 'యద్దేవిక']",Raga pravaha by Dhandapani MN & D pattammal,0
2400,vitapi,వితాపి,"['s', 'r1', 'm2', 'd1', 'n1', 's.']","['s.', 'n1', 'd1', 'm2', 'r1', 's']",S|R1|M2|D1|N1|S',S'|N1|D1|M2|R1|S,ఔడవ,,37,సాలగం,,[],"['యాక్సప్రియ', 'విలక్షణ', 'వంతిక', 'వంశీకం', 'వామసుకిరిని']",,0
2405,kalinda janmadhini,కళిందజన్మదిని,"['s', 'r1', 'g3', 'm1', 'p', 'd1', 's.']","['s.', 'n2', 'p', 'm1', 'g3', 'r1', 's']",S|R1|G3|M1|P|N2|S',S'|N2|P|M1|G3|R1|S,షాడవ,,14,వకుళాభరణం,,[],"['తోడీ', 'ధన్యాసి', 'నలత్తం', ' అసావేరి', 'మాయామాళవగౌళ రాగము']",,0
2420,karajavali,కరజావళి,"['s', 'r1', 'm1', 'p', 'd2', 'n2', 's.']","['s.', 'n2', 'd2', 'n2', 'p', 'm1', 'r1', 's']",S|R1|M1|P|D2|N2|S',S'|N2|D2|N2|P|M1|R1|S,షాడవ,,4,వనస్పతి,,[],"['సురటి', ' అసావేరి', 'రేవతీ', 'నాగకురింజి', 'సింధుభైరవి']",,2
2427,ahiri,ఆహిరి,"['s', 'g3', 'm1', 'p', 'd2', 'n3', 's.']","['s.', 'n3', 'd2', 'p', 'm1', 'g3', 'r1', 's']",S|G3|M1|P|D2|N3|S',S'|N3|D2|P|M1|G3|R1|S,షాడవ-సంపూర్ణ,,17,సూర్యకాంతం,,[],"['ధీరశంకరాభరణం', 'కనడ', 'దర్బార్', 'షహానా', 'మాయామాళవగౌళ రాగము']",,0
2441,chalanata,చలనాట,"['s', 'r3', 'g3', 'm1', 'p', 'd3', 'n3', 's.']","['s.', 'n3', 'd3', 'p', 'm1', 'g3', 'r3', 's']",S|R3|G3|M1|P|D3|N3|S',S'|N3|D3|P|M1|G3|R3|S,సంపూర్ణ,36,,,ఋతు,[],"['నాగానందిని', 'గాంగేయభూషణి', 'నాగభాషిని', 'రసమంజరి', 'విత్తనాశంకి']",,0
2492,jayasaveri,జయసావేరి,"['s', 'm1', 'r1', 'g1', 'm1', 'p', 'd2', 'n3']","['d2', 'p', 'm1', 'g1', 'r1', 's', 'n3']",S|M1|R1|G1|M1|P|D2|N3,D2|P|M1|G1|R1|S|N3|S,సంపూర్ణ,,5,మానవతి,,[],"['మనోరంజనీ', 'కుంజరి', 'రసవరాలి', 'పుర్వసింధు', ' పూర్వకన్నడ']",,3
2507,bindumalini,బిందుమాలిని,"['s', 'g3', 'r1', 'g3', 'm1', 'p', 'n3', 's.']","['s.', 'n3', 's', 'd1', 'p', 'g3', 'r1', 's']",S|G3|R1|G3|M1|P|N3|S',S'|N3|S|D1|P|G3|R1|S,షాడవ,,15,మాయామాళవగౌళ రాగము,,[],"['కామవర్ధిని', 'ఆనంద', 'ఆహిరి', 'గౌళ', 'మలహరి']",,3
2508,mukhari,ముఖారి,"['s', 'r2', 'm1', 'p', 'd1', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'g2', 'r2', 's']",S|R2|M1|P|D1|S',S'|N2|D1|P|M1|G2|R2|S,ఔడవ-సంపూర్ణ,,20,నరభైరవి,,[],"['తోడీ', 'భైరవి', 'ఖరహరప్రియ', 'ధన్యాసి', 'షణ్ముఖప్రియ']",,0
2512,dakka,డక్క,"['s', 'r1', 's', 'g3', 'm1', 'g3', 'p', 'm1', 'd1', 'n3', 's.']","['s.', 'n3', 'd1', 'm1', 'g3', 'p', 'm1', 'r1', 's']",S|R1|S|G3|M1|G3|P|M1|D1|N3|S',S'|N3|D1|M1|G3|P|M1|R1|S,సంపూర్ణ,,15,మాయామాళవగౌళ రాగము,,[],"['కామవర్ధిని', 'ఆనంద', 'ఆహిరి', 'గౌళ', 'మలహరి']",,1
2530,regupti,రేగుప్తి,"['s', 'r1', 'g2', 'p', 'd1', 's.']","['s.', 'd1', 'p', 'g2', 'r1', 's']",S|R1|G2|P|D1|S',S'|D1|P|G2|R1|S,ఔడవ,,8,హనుమతోడి,,[],"['నవమాలిక', 'హంస', 'భూపాల', 'శ్యామలి', 'వస్యప్రియ']",,0
2552,jayasindhu,జయసింధు,"['s', 'r2', 'g3', 'r2', 'm1', 'p', 's.']","['s.', 'n3', 'p', 'd2', 'n3', 'd2', 'm1', 'g3', 'r2', 's']",S|R2|G3|R2|M1|P|S',S'|N3|P|D2|N3|D2|M1|G3|R2|S,ఔడవ-సంపూర్ణ,,29,ధీరశంకరాభరణం,,[],"['హరికాంభోజి', 'కేదరం', 'కేదారగౌళ', 'పూర్ణచంద్రిక', 'సమ']",,2
2557,bharati,భారతి,"['s', 'r1', 'g2', 'm1', 'p', 'd1', 'n2', 's.']","['s.', 'n2', 'p', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|P|D1|N2|S',S'|N2|P|M1|G2|R1|S,సంపూర్ణ-షాడవ,,8,హనుమతోడి,,[],"['ముఖరీ', 'ఆనంద', ' అసావేరి', 'అభేరి', 'నాటకప్రియ']",,0
2573,suvarnangi,సువర్ణాంగి,"['s', 'r1', 'g2', 'm2', 'p', 'd2', 'n3', 's.']","['s.', 'n3', 'd2', 'p', 'm2', 'g2', 'r1', 's']",S|R1|G2|M2|P|D2|N3|S',S'|N3|D2|P|M2|G2|R1|S,సంపూర్ణ,47,,,వసు,['పంచాస్యనందన'],"['శుభపంతువరాళి', 'కోకిలప్రియ', ' షడ్విధమార్గిణి', 'పావని', 'దివ్యమణి']",,0
2590,kokilakamavardhani,కోకిలకామవర్ధని,"['s', 'g2', 'm1', 'p', 'm1', 'n3', 'd2', 'n3', 's.']","['s.', 'n3', 'p', 'd2', 'm1', 'g2', 's']",S|G2|M1|P|M1|N3|D2|N3|S',S'|N3|P|D2|M1|G2|S,షాడవ,,11,కోకిలప్రియ,,[],"['కమల', 'కరవని', 'గౌరీమనోహరి', 'కోకిలప్రియ', 'గంభిరిని']",,1
2614,rambhavali,రంభావళి,"['s', 'r1', 'm1', 'p', 'd1', 's.']","['s.', 'n2', 'p', 'm1', 'g2', 'r1', 'm1', 's']",S|R1|M1|P|D1|S',S'|N2|P|M1|G2|R1|M1|S,ఔడవ-షాడవ,,8,హనుమతోడి,,[],"['ముఖరీ', 'ఆనంద', ' అసావేరి', 'అభేరి', 'నాటకప్రియ']",,2
2622,sampradaya thodi,సంప్రదాయ తోడి,"['s', 'r1', 'g2', 'm1', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|D1|N2|S',S'|N2|D1|M1|G2|R1|S,షాడవ,,8,హనుమతోడి,,[],"['తోడీ', 'ధన్యాసి', 'హిందోళం', ' అసావేరి', 'నవమాలిక']",,0
2626,senavati,,"['s', 'r1', 'g2', 'm1', 'p', 'd1', 'n1', 's.']","['s.', 'n1', 'd1', 'p', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|P|D1|N1|S',S'|N1|D1|P|M1|G2|R1|S,సంపూర్ణ,7,,,నేత్ర,[],"['తోడీ', 'ధన్యాసి', 'దేశ్యతోడి', 'ధేనుక', 'కల్గడ']",,0
2629,narayani,నారాయణి,"['s', 'r2', 'm1', 'r2', 'g3', 'r2', 'g3', 'm1', 'p', 'd2', 's.']","['s.', 'n3', 'p', 'n3', 'd2', 'p', 'd2', 'm1', 'p', 'm1', 'g3', 'r2', 's']",S|R2|M1|R2|G3|R2|G3|M1|P|D2|S',S'|N3|P|N3|D2|P|D2|M1|P|M1|G3|R2|S,షాడవ-సంపూర్ణ,,29,ధీరశంకరాభరణం,,[],"['హరికాంభోజి', 'కేదరం', 'కేదారగౌళ', 'పూర్ణచంద్రిక', 'సమ']",,1
2636,karnatakasurati,కర్ణాటకసురటి,"['s', 'r1', 'g1', 'm1', 'p', 'd2', 's.']","['s.', 'n2', 'd2', 'p', 'm1', 'g1', 'r1', 's']",S|R1|G1|M1|P|D2|S',S'|N2|D2|P|M1|G1|R1|S,షాడవ-సంపూర్ణ,,4,వనస్పతి,,[],"['వేగవాహిని', 'నాటకప్రియ', 'మనోరంజనీ', 'రసాలి', 'ఫేనాద్యుతి']",,0
2652,sarasangi,సరసాంగి,"['s', 'r2', 'g3', 'm1', 'p', 'd1', 'n3', 's.']","['s.', 'n3', 'd1', 'p', 'm1', 'g3', 'r2', 's']",S|R2|G3|M1|P|D1|N3|S',S'|N3|D1|P|M1|G3|R2|S,సంపూర్ణ,27,,,బాణ,[],"['ధీరశంకరాభరణం', 'కనడ', 'దర్బార్', 'నీలాంబరి', 'ఆరభి']",,0
2658,vijayollasini,విజయోల్లాసిని,"['s', 'r1', 'g3', 'm1', 'p', 'm1', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'g3', 'r1', 's']",S|R1|G3|M1|P|M1|D1|N2|S',S'|N2|D1|P|M1|G3|R1|S,సంపూర్ణ,,14,వకుళాభరణం,,[],"['తోడీ', 'ధన్యాసి', 'నలత్తం', ' అసావేరి', 'మాయామాళవగౌళ రాగము']",,1
2664,vasantaka,వసంతక,"['s', 'r1', 'm1', 'p', 'n2', 'd1', 's.']","['s.', 'n2', 'd1', 'd1', 'p', 'm1', 's', 'm1', 'g3', 'r1', 's']",S|R1|M1|P|N2|D1|S',S'|N2|D1|D1|P|M1|S|M1|G3|R1|S,షాడవ-సంపూర్ణ,,14,వకుళాభరణం,,[],"['తోడీ', 'ధన్యాసి', 'నలత్తం', ' అసావేరి', 'మాయామాళవగౌళ రాగము']",,2
2665,bhujangini,భుజంగిణి,"['s', 'r1', 's', 'm1', 'g3', 'm1', 'n2', 'd2', 'n2', 's.']","['s.', 'n2', 'd2', 'm1', 'g3', 'r1', 's']",S|R1|S|M1|G3|M1|N2|D2|N2|S',S'|N2|D2|M1|G3|R1|S,షాడవ,,16,చక్రవాకం,,[],"['నాగకురింజి', 'వేగవాహిని', 'మనోహరి', 'రసాలి', 'శుద్దహలలిత']",,1
2680,seetha panchamam,సీతపంచమం,"['s', 'r1', 'g2', 'm1', 'p', 'n3', 's.']","['s.', 'n3', 'd1', 'p', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|P|N3|S',S'|N3|D1|P|M1|G2|R1|S,షాడవ-సంపూర్ణ,,9,ధేనుక,,[' సీతపంచమం'],"['తోడీ', 'ధన్యాసి', 'మాయామాళవగౌళ రాగము', 'గౌళిపంతు', 'శుభపంతువరాళి']",,0
2696,namanarayani,నామనారాయణి,"['s', 'r1', 'g3', 'm2', 'p', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'm2', 'g3', 'r1', 's']",S|R1|G3|M2|P|D1|N2|S',S'|N2|D1|P|M2|G3|R1|S,సంపూర్ణ,50,,,బ్రహ్మ,['నమనారాయని'],"['కామవర్ధిని', 'ఆనంద', 'వసంతక', 'రిషభప్రియ', 'జ్యోతిస్వరూపిణి']",,0
